rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,078930,GS,83200.0,83.8,76.6,59.6,94.3,80.3,99.9,62.0,18.9,-4.0,watch,72572.03,59287.06
2,086790,하나금융지주,133400.0,71.5,74.7,36.1,40.1,63.8,95.7,60.9,8.0,-6.4,watch,119166.64,101374.94
3,005830,DB손해보험,159000.0,54.1,21.0,0.0,48.7,52.2,90.3,59.6,9.7,-25.7,watch,143360.23,123810.51
4,081660,미스토홀딩스,47800.0,51.4,28.7,0.0,85.8,38.9,89.1,59.3,17.2,-14.3,watch,41710.23,34098.01
5,010950,S-Oil,146700.0,50.4,89.8,0.0,100.0,62.1,64.8,70.8,39.3,-17.2,watch,129701.33,108452.99
6,033780,KT&G,179400.0,49.5,45.5,32.4,0.0,41.1,65.5,53.4,-0.3,-6.8,watch,164093.07,144959.41
7,483650,달바글로벌,217000.0,42.6,100.0,0.0,7.0,34.5,62.9,52.7,1.4,-20.9,watch,180091.87,133956.7
8,105560,KB금융,168800.0,41.4,62.4,0.0,33.2,55.2,54.0,50.5,6.6,-13.2,watch,149595.13,125589.04
9,139130,iM금융지주,17900.0,40.5,32.5,0.0,27.7,47.0,61.0,52.3,5.5,-18.6,watch,16167.03,14000.81
10,161390,한국타이어앤테크놀로지,70100.0,40.1,42.0,0.0,25.5,36.1,64.7,53.2,5.1,-10.6,watch,61361.12,50437.51
11,021240,코웨이,92400.0,39.4,27.7,19.4,28.6,33.6,55.7,50.9,5.7,-8.1,watch,81705.39,68337.12
12,001450,현대해상,36700.0,37.2,60.2,0.0,0.0,44.9,51.2,49.8,-4.6,-17.1,watch,32122.28,26400.14
13,055550,신한지주,101800.0,34.5,53.9,0.0,4.5,46.3,45.1,48.3,0.9,-10.2,watch,90383.85,76113.66
14,161890,한국콜마,99500.0,34.0,100.0,0.0,75.1,26.4,45.9,48.5,15.0,-20.1,watch,83718.06,63990.63
15,000810,삼성화재,602000.0,33.5,65.9,0.0,0.0,67.2,30.0,44.5,-14.0,-20.5,watch,510740.92,396667.06
16,003690,코리안리,13510.0,32.8,34.2,0.0,3.7,20.7,58.2,51.5,0.7,-12.3,watch,12228.61,10626.87
17,138930,BNK금융지주,17700.0,32.7,16.9,0.0,0.0,37.6,51.4,49.8,-0.2,-23.2,watch,15868.71,13579.6
18,353200,대덕전자,120700.0,31.3,100.0,0.0,0.0,47.7,30.4,44.6,-22.8,-39.0,watch,87385.07,45741.42
19,028670,팬오션,5040.0,27.8,28.4,0.0,0.0,26.9,44.3,48.1,-2.7,-23.6,watch,4440.97,3692.17
20,278470,에이피알,368000.0,25.8,74.7,0.0,0.0,26.7,33.0,45.2,-4.5,-22.2,watch,310912.14,239552.32
21,017670,SK텔레콤,84700.0,24.7,61.1,0.0,0.0,58.3,15.5,40.9,-10.7,-39.3,watch,73979.58,60579.05
22,034730,SK,579000.0,24.3,100.0,0.0,0.0,30.2,23.8,43.0,-20.0,-34.4,watch,453964.96,297671.16
23,079550,LIG디펜스앤에어로스페이스,695000.0,24.1,53.8,0.0,0.0,41.3,24.4,43.1,-18.4,-37.8,watch,543528.28,354188.64
24,005935,삼성전자우,169200.0,22.6,86.9,0.0,0.0,48.9,11.8,39.9,-23.8,-30.5,watch,135505.9,93388.27
25,402340,SK스퀘어,1177000.0,22.1,100.0,0.0,0.0,28.3,19.9,42.0,-33.9,-46.2,watch,824424.17,383704.39
26,004170,신세계,531000.0,21.3,100.0,0.0,0.0,61.9,0.0,36.8,-25.3,-33.0,watch,407408.03,252918.07
27,000660,SK하이닉스,1764000.0,20.7,100.0,0.0,0.0,45.1,7.6,38.9,-36.2,-40.9,watch,1294537.8,707710.06
28,000500,가온전선,174100.0,20.5,100.0,0.0,0.0,25.2,18.0,41.5,-7.2,-50.7,watch,105691.95,20181.89
29,069960,현대백화점,136400.0,20.3,100.0,0.0,0.0,57.6,0.0,31.0,-29.9,-38.6,watch,107219.45,70743.76
30,271560,오리온,127000.0,19.7,25.3,0.0,0.0,42.7,17.8,41.5,-5.2,-15.4,watch,114508.79,98894.77
